Type,Value,Confidence,DateAdded,LastModified,Description,Source,Tags
File,1F46D93BAF23DEC9D0073C807F1D3C5E : 5379CCC7CE7BE52BED4E6EC6E7D7BA0A14A37E2F : 728A8EA36C4DCAA030C2A8674BD4B65EB636253435C5D43E74D8A176A92F7679,90,10-06-2020,10-11-2020,Cobalt Strike executable communicates with a domain identified in a series of infrastructure with consistent registration and SSL certificate tactics.,https://www.virustotal.com/gui/file/728a8ea36c4dcaa030c2a8674bd4b65eb636253435c5d43e74d8a176a92f7679/detection/f-728a8ea36c4dcaa030c2a8674bd4b65eb636253435c5d43e74d8a176a92f7679-1601822807,Ryuk;Cobalt Strike
File,5628E7821300674C1D2D197C36AE27DE : 3B48DCB3C2C812C595531B71A686C12D3A568A5A : 7F901D8F673D5E1FDE07676B3287AA9A24DC92FB48E7CA82A163E0B0581EE7AD,90,10-06-2020,10-11-2020,Cobalt Strike executable communicates with a domain identified in a series of infrastructure with consistent registration and SSL certificate tactics.,https://www.virustotal.com/gui/file/7f901d8f673d5e1fde07676b3287aa9a24dc92fb48e7ca82a163e0b0581ee7ad/detection/f-7f901d8f673d5e1fde07676b3287aa9a24dc92fb48e7ca82a163e0b0581ee7ad-1601720730,Ryuk;Cobalt Strike
File,FCD62559C2FBD5E5834F46EFD28939AC : 4C07EA60CAE61D92E248C47225E726B191E48426 : B2891D26B7B66DCA32F02681A0F1F3866A2EFAE49D8B5EC6BF4CBBDF5FF35260,90,10-06-2020,10-11-2020,Cobalt Strike executable communicates with a domain identified in a series of infrastructure with consistent registration and SSL certificate tactics.,https://www.virustotal.com/gui/file/b2891d26b7b66dca32f02681a0f1f3866a2efae49d8b5ec6bf4cbbdf5ff35260/detection/f-b2891d26b7b66dca32f02681a0f1f3866a2efae49d8b5ec6bf4cbbdf5ff35260-1601611422,Ryuk;Cobalt Strike
File,9FF18F7A19E06B602E19B9E0ACA3AD84 : BCBB5BBC55B4F44397C34E9FCA2017587E69219B : 9D8CBB2BF4801276DE2143CCD64A7D0F66263809A90BEA0B664282A15D121D9E,90,10-06-2020,10-11-2020,Beacon shellcode loader executable communicates with a domain identified in a series of infrastructure with consistent registration and SSL certificate tactics.,https://www.virustotal.com/gui/file/9d8cbb2bf4801276de2143ccd64a7d0f66263809a90bea0b664282a15d121d9e/detection/f-9d8cbb2bf4801276de2143ccd64a7d0f66263809a90bea0b664282a15d121d9e-1601878443,Ryuk;BEACON
File,2B14DB199E034461E2302C90D61B0E1A : 49131FF6A3CFCB5D95B2FA8F15D4ECB27380682A : EEADC13B1D59ADA3851F56162796EF9D901A1FD74C457CED14D72B8DF54E79BA,90,10-06-2020,10-11-2020,Beacon shellcode loader executable communicates with a domain identified in a series of infrastructure with consistent registration and SSL certificate tactics.,https://www.virustotal.com/gui/file/eeadc13b1d59ada3851f56162796ef9d901a1fd74c457ced14d72b8df54e79ba/detection/f-eeadc13b1d59ada3851f56162796ef9d901a1fd74c457ced14d72b8df54e79ba-1601876068,Ryuk;BEACON
File,FEB6A6BAC205B0BAF0BDAB6BD405110F : 1BAAB9662C1F71E5406897804837B45F78E14682 : AB99E91E1B0951FEABD09D049E0AC9D9412C67603415C10CBEADDE5842CA02D2,90,10-06-2020,10-11-2020,Malicious executable communicates with a domain identified in a series of infrastructure with consistent registration and SSL certificate tactics.,https://www.virustotal.com/gui/file/ab99e91e1b0951feabd09d049e0ac9d9412c67603415c10cbeadde5842ca02d2/detection/f-ab99e91e1b0951feabd09d049e0ac9d9412c67603415c10cbeadde5842ca02d2-1601707723,Ryuk
Host,hungrrybaby.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Suspicious Name Server Use;Dedicated Server;BEACON
Host,tarhungangster.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Suspicious Name Server Use;Dedicated Server
Host,sunofgodd.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Suspicious Name Server Use;Dedicated Server
Host,saynoforbubble.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Dedicated Server;Suspicious Name Server Use
Host,maybebaybe.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Dedicated Server;Suspicious Name Server Use
Host,imagodd.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Dedicated Server;Suspicious Name Server Use
Host,cantliee.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Suspicious Name Server Use;Dedicated Server
EmailAddress,hakunamatata222@protonmail.com,96,09-30-2020,10-11-2020,Email address used to register several domains through MonoVM in late September 2020 that have been used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Registrant Email Account
EmailAddress,james4041238767@protonmail.com,96,09-30-2020,10-11-2020,Email address used to register several domains through MonoVM in late September 2020 that have been used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Registrant Email Account
EmailAddress,gaskinss@protonmail.com,96,09-30-2020,10-11-2020,Email address used to register several domains through MonoVM in late September 2020 that have been used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Registrant Email Account
